customer_id,churn,n_orders_future,recency,frequency,monetary,avg_basket,std_basket,n_distinct_products,tenure_days,avg_interpurchase_days,n_cancellations,cancellation_rate
14440.0,0,2,125,10,5466.76,546.68,354.28,55,546,46.77777777777778,2,0.2
16711.0,0,2,111,6,1816.25,302.71,66.5,11,546,87.0,1,0.1667
16126.0,0,3,105,12,9250.38,770.87,683.18,125,546,40.09090909090909,0,0.0
15917.0,1,0,56,5,560.63,112.13,64.84,127,546,122.5,0,0.0
14080.0,0,1,222,4,1070.08,267.52,82.79,70,546,108.0,1,0.25
17660.0,0,1,546,1,163.47,163.47,,42,546,,0,0.0
12934.0,1,0,545,1,181.65,181.65,,2,545,,0,0.0
15291.0,0,6,56,34,11857.85,348.76,127.9,103,545,14.818181818181818,12,0.3529
17322.0,1,0,185,5,922.59,184.52,55.69,115,545,90.0,2,0.4
13416.0,0,2,545,1,228.3,228.3,,7,545,,0,0.0
13895.0,0,4,324,2,1415.45,707.73,174.34,67,545,221.0,1,0.5
17293.0,0,6,117,10,2368.47,236.85,192.79,91,545,47.55555555555556,0,0.0
17329.0,0,1,124,4,724.68,181.17,120.23,73,545,140.33333333333334,0,0.0
17414.0,0,2,232,4,1471.52,367.88,134.61,6,545,104.33333333333333,0,0.0
14755.0,0,6,16,18,6824.78,379.15,226.91,184,545,31.11764705882353,5,0.2778
14710.0,0,4,188,9,1316.46,146.27,106.38,203,545,44.625,0,0.0
16791.0,0,3,22,12,2893.06,241.09,148.65,294,545,47.54545454545455,2,0.1667
14713.0,0,4,27,16,3954.54,247.16,132.58,179,545,34.53333333333333,4,0.25
13154.0,1,0,208,3,1624.84,541.61,179.98,78,544,168.0,1,0.3333
16335.0,1,0,360,7,2774.0,396.29,178.37,193,544,30.666666666666668,1,0.1429
13666.0,0,1,96,4,107.3,26.83,11.36,15,544,149.33333333333334,0,0.0
16891.0,0,3,180,7,1479.38,211.34,130.37,245,544,60.666666666666664,0,0.0
16699.0,1,0,189,7,994.6,142.09,94.15,51,544,59.166666666666664,1,0.1429
16451.0,0,1,370,2,746.18,373.09,92.55,50,544,174.0,1,0.5
15684.0,1,0,356,3,173.95,57.98,49.83,9,544,94.0,3,1.0
15240.0,0,3,50,9,3382.51,375.83,101.84,100,543,61.625,8,0.8889
15057.0,1,0,84,5,3255.96,651.19,356.06,62,543,114.75,1,0.2
17642.0,0,2,238,3,1112.2,370.73,91.27,58,543,152.5,0,0.0
15059.0,0,5,24,14,2754.87,196.78,71.83,249,542,39.84615384615385,7,0.5
13782.0,0,4,43,9,1243.02,138.11,43.64,141,542,62.375,1,0.1111
16718.0,1,0,178,5,3647.53,729.51,300.69,123,542,91.0,0,0.0
14479.0,1,0,62,4,1299.11,324.78,131.0,127,542,160.0,0,0.0
14123.0,1,0,542,1,436.18,436.18,,24,542,,0,0.0
16436.0,1,0,477,3,329.34,109.78,74.52,37,542,32.5,1,0.3333
18077.0,0,6,35,11,2584.93,234.99,93.2,95,541,50.6,0,0.0
14307.0,0,3,28,7,3770.29,538.61,466.48,150,541,85.5,1,0.1429
14590.0,1,0,233,20,3006.62,150.33,60.87,124,541,16.210526315789473,8,0.4
13393.0,1,0,392,4,1131.45,282.86,210.39,53,541,49.666666666666664,2,0.5
16400.0,0,1,204,8,2855.51,356.94,114.5,187,540,48.0,0,0.0
17978.0,1,0,174,4,1461.76,365.44,256.08,62,540,122.0,0,0.0
15031.0,0,2,91,11,2639.27,239.93,113.43,205,540,44.9,2,0.1818
15633.0,1,0,318,13,4352.46,334.8,130.48,77,540,18.5,5,0.3846
14732.0,0,4,29,14,3795.06,271.08,133.02,112,539,39.23076923076923,3,0.2143
14171.0,0,1,539,1,135.0,135.0,,6,539,,0,0.0
16933.0,1,0,48,8,2842.75,355.34,180.22,193,539,70.14285714285714,6,0.75
15841.0,0,2,27,7,2131.61,304.52,64.75,47,538,85.16666666666667,1,0.1429
14942.0,1,0,210,4,746.56,186.64,91.77,12,538,109.33333333333333,1,0.25
16293.0,0,6,16,9,3538.7,393.19,216.67,130,537,65.125,2,0.2222
15197.0,1,0,61,5,1571.15,314.23,172.91,35,537,119.0,3,0.6
13415.0,1,0,281,4,800.67,200.17,193.21,85,537,85.33333333333333,1,0.25
15144.0,0,11,26,17,7274.89,427.93,321.6,121,535,31.8125,4,0.2353
12843.0,0,5,22,25,5513.21,220.53,265.33,105,535,21.375,3,0.12
16127.0,0,1,535,1,145.06,145.06,,35,535,,0,0.0
17066.0,1,0,535,1,228.34,228.34,,17,535,,0,0.0
17290.0,0,1,190,6,976.2,162.7,150.81,96,535,69.0,0,0.0
15562.0,1,0,160,3,673.38,224.46,119.84,32,535,187.5,0,0.0
14466.0,0,4,89,9,3410.15,378.91,228.21,73,535,55.75,0,0.0
14977.0,1,0,534,1,31.93,31.93,,4,534,,0,0.0
17825.0,1,0,407,4,731.96,182.99,147.88,24,534,42.333333333333336,0,0.0
12920.0,0,1,380,3,323.86,107.95,69.36,32,534,77.0,0,0.0
16713.0,0,7,44,25,10249.19,409.97,307.55,410,533,20.375,7,0.28
12941.0,1,0,533,1,377.49,377.49,,27,533,,0,0.0
15070.0,1,0,181,3,843.25,281.08,60.22,26,533,176.0,0,0.0
16308.0,0,2,26,5,3520.0,704.0,267.73,1,533,126.75,0,0.0
15713.0,0,1,175,3,825.24,275.08,58.26,39,532,178.5,2,0.6667
16366.0,0,1,391,3,1220.83,406.94,226.28,57,532,70.5,0,0.0
15499.0,1,0,532,1,161.6,161.6,,40,532,,0,0.0
18012.0,1,0,532,1,115.3,115.3,,13,532,,0,0.0
13403.0,0,1,196,2,154.5,77.25,1.91,6,532,336.0,0,0.0
17833.0,1,0,532,1,342.36,342.36,,28,532,,0,0.0
15222.0,1,0,127,11,3550.91,322.81,141.08,98,532,40.5,6,0.5455
14329.0,0,5,82,10,7037.98,703.8,384.57,265,532,50.0,9,0.9
16888.0,1,0,209,3,437.15,145.72,47.11,44,510,150.5,0,0.0
16057.0,0,4,20,6,2651.27,441.88,274.36,128,510,98.0,6,1.0
15827.0,0,5,24,23,2869.67,124.77,68.91,90,509,22.045454545454547,12,0.5217
16027.0,0,3,27,12,1630.41,135.87,92.75,14,509,43.81818181818182,3,0.25
17113.0,1,0,383,6,2322.59,387.1,286.7,122,506,24.6,2,0.3333
17139.0,0,8,19,17,13621.89,801.29,671.24,348,506,30.4375,2,0.1176
15747.0,0,3,184,6,1588.57,264.76,98.18,78,499,63.0,1,0.1667
17048.0,0,1,91,6,1906.73,317.79,143.56,83,499,81.6,3,0.5
17220.0,0,9,15,12,2748.28,229.02,110.2,277,497,43.81818181818182,0,0.0
13650.0,0,4,16,6,2197.18,366.2,186.39,84,491,95.0,6,1.0
15950.0,0,3,168,7,5844.02,834.86,281.82,194,491,53.833333333333336,2,0.2857
15845.0,0,5,19,6,2251.67,375.28,285.77,77,491,94.4,2,0.3333
15766.0,0,1,265,2,516.0,258.0,79.76,15,491,226.0,1,0.5
16051.0,1,0,490,1,188.44,188.44,,12,490,,0,0.0
18016.0,0,3,124,4,801.65,200.41,53.63,68,490,122.0,0,0.0
15588.0,1,0,486,1,579.6,579.6,,4,486,,0,0.0
15338.0,1,0,486,1,283.43,283.43,,56,486,,0,0.0
15317.0,1,0,486,1,129.75,129.75,,5,486,,1,1.0
13511.0,1,0,485,1,282.76,282.76,,5,485,,1,1.0
13584.0,1,0,115,3,392.45,130.82,124.13,74,484,184.5,2,0.6667
16225.0,0,3,86,12,2187.7,182.31,93.63,149,479,35.72727272727273,3,0.25
16078.0,1,0,92,2,362.99,181.5,144.67,39,478,386.0,0,0.0
13293.0,1,0,201,6,1192.94,198.82,129.74,51,477,55.2,1,0.1667
13985.0,0,12,23,9,3601.53,400.17,123.73,85,477,56.75,1,0.1111
16577.0,1,0,475,1,380.0,380.0,,23,475,,0,0.0
15504.0,0,1,329,3,371.02,123.67,53.99,33,474,72.5,1,0.3333
13875.0,0,3,66,11,3711.26,337.39,81.08,126,531,46.5,0,0.0
17103.0,1,0,531,1,424.3,424.3,,32,531,,0,0.0
15270.0,0,3,47,18,7459.12,414.4,139.94,65,531,28.470588235294116,9,0.5
16772.0,1,0,232,3,3723.55,1241.18,429.5,54,530,149.0,2,0.6667
16222.0,1,0,127,2,1345.22,672.61,246.23,133,530,403.0,0,0.0
14949.0,1,0,278,4,515.0,128.75,40.73,16,530,84.0,2,0.5
17324.0,0,2,140,10,2013.87,201.39,154.7,85,530,43.333333333333336,1,0.1
14480.0,1,0,211,3,1020.47,340.16,34.74,43,527,158.0,1,0.3333
14151.0,1,0,482,2,679.45,339.73,17.43,44,525,43.0,1,0.5
16875.0,0,2,105,9,2944.09,327.12,202.42,115,512,50.875,7,0.7778
13901.0,0,3,65,12,3457.44,288.12,189.51,178,512,40.63636363636363,5,0.4167
18171.0,0,3,47,6,1670.59,278.43,48.74,58,512,93.0,1,0.1667
13338.0,0,1,350,3,1958.6,652.87,175.84,101,512,81.0,4,1.3333
17945.0,1,0,505,3,360.35,120.12,17.88,66,505,0.0,0,0.0
17352.0,1,0,505,1,36.25,36.25,,5,505,,0,0.0
16585.0,1,0,402,2,341.59,170.8,115.22,16,504,102.0,0,0.0
17496.0,1,0,167,4,1412.89,353.22,57.92,54,503,112.0,1,0.25
13233.0,0,1,145,3,875.58,291.86,11.81,49,503,179.0,0,0.0
15359.0,1,0,471,8,181.35,22.67,17.49,10,502,4.428571428571429,1,0.125
18106.0,1,0,138,6,1461.46,243.58,154.05,126,502,72.8,0,0.0
12860.0,1,0,502,1,55.47,55.47,,16,502,,0,0.0
13869.0,0,1,71,9,6591.58,732.4,332.69,425,500,53.625,0,0.0
13616.0,1,0,377,2,288.1,144.05,54.02,31,500,123.0,0,0.0
14854.0,0,4,36,7,2754.36,393.48,159.52,110,495,76.5,2,0.2857
17618.0,1,0,57,10,3768.44,376.84,125.33,196,493,48.44444444444444,2,0.2
13209.0,0,5,36,8,4980.34,622.54,658.49,170,493,65.28571428571429,2,0.25
14986.0,1,0,185,2,566.9,283.45,56.47,87,493,308.0,0,0.0
18199.0,1,0,492,1,344.75,344.75,,20,492,,1,1.0
17695.0,0,2,203,3,980.7,326.9,29.83,20,489,143.0,1,0.3333
13820.0,1,0,227,3,660.65,220.22,55.0,68,489,131.0,2,0.6667
13615.0,1,0,127,8,6272.53,784.07,491.35,259,489,51.714285714285715,4,0.5
15192.0,0,2,174,3,1252.07,417.36,184.15,40,488,157.0,0,0.0
13480.0,1,0,225,2,627.82,313.91,254.6,40,488,263.0,0,0.0
15251.0,0,8,19,12,13935.27,1161.27,927.12,137,488,42.63636363636363,7,0.5833
16673.0,1,0,488,1,188.83,188.83,,19,488,,0,0.0
17876.0,1,0,208,3,3424.02,1141.34,575.64,3,484,138.0,0,0.0
13975.0,0,4,24,8,3794.17,474.27,233.25,345,484,65.71428571428571,2,0.25
15321.0,0,2,100,10,5120.89,512.09,369.12,206,483,42.55555555555556,5,0.5
14399.0,1,0,203,8,2113.16,264.15,92.51,119,483,40.0,1,0.125
18101.0,0,1,183,3,405.51,135.17,22.78,62,483,150.0,0,0.0
13619.0,1,0,353,2,231.69,115.85,18.53,39,483,130.0,0,0.0
14545.0,1,0,483,1,349.25,349.25,,23,483,,0,0.0
15365.0,0,6,124,7,2451.42,350.2,376.17,87,482,59.666666666666664,0,0.0
15580.0,1,0,185,8,1381.19,172.65,106.76,150,479,42.0,6,0.75
13421.0,0,1,99,7,3077.08,439.58,261.15,157,472,62.166666666666664,3,0.4286
14909.0,1,0,246,3,1404.68,468.23,247.86,61,472,113.0,2,0.6667
16330.0,0,3,233,4,382.42,95.6,114.65,71,471,79.33333333333333,0,0.0
16544.0,1,0,328,4,376.7,94.18,59.53,8,471,47.666666666666664,2,0.5
16860.0,1,0,261,3,1610.62,536.87,116.71,35,471,105.0,1,0.3333
17442.0,0,4,29,11,3186.57,289.69,163.43,145,471,44.2,6,0.5455
14989.0,1,0,470,1,342.4,342.4,,18,470,,0,0.0
16774.0,0,4,232,4,932.93,233.23,90.47,60,470,79.33333333333333,0,0.0
14276.0,0,2,98,5,1324.14,264.83,140.22,50,469,92.75,5,1.0
17426.0,0,3,91,8,4234.39,529.3,390.72,151,469,54.0,3,0.375
12898.0,1,0,272,2,310.96,155.48,4.02,27,468,196.0,0,0.0
17763.0,1,0,72,4,86.15,21.54,9.09,11,468,132.0,1,0.25
18153.0,1,0,468,1,246.22,246.22,,17,468,,0,0.0
14686.0,1,0,223,5,885.83,177.17,118.66,185,468,61.25,1,0.2
13957.0,1,0,226,3,458.25,152.75,48.34,21,467,120.5,0,0.0
13662.0,0,1,21,10,1885.29,188.53,104.73,109,467,49.55555555555556,4,0.4
12945.0,1,0,97,2,900.11,450.06,18.24,47,465,368.0,0,0.0
15673.0,0,2,23,7,5319.5,759.93,280.64,147,464,73.5,1,0.1429
17358.0,1,0,112,5,866.05,173.21,75.09,126,462,87.5,0,0.0
13240.0,0,2,66,6,1517.28,252.88,217.5,147,461,79.0,1,0.1667
14770.0,1,0,41,8,3637.64,454.71,247.83,152,461,60.0,1,0.125
17011.0,0,1,456,2,400.8,200.4,186.85,12,460,4.0,1,0.5
13598.0,0,1,304,4,609.42,152.35,100.2,46,460,52.0,0,0.0
14177.0,0,4,190,9,1669.93,185.55,207.49,118,460,33.75,0,0.0
16913.0,1,0,99,3,423.91,141.3,95.54,18,460,180.5,0,0.0
15477.0,1,0,458,1,368.4,368.4,,2,458,,0,0.0
14807.0,1,0,199,2,519.29,259.65,127.27,37,458,259.0,0,0.0
18046.0,1,0,458,1,189.63,189.63,,26,458,,0,0.0
15990.0,0,1,96,6,1619.31,269.89,105.19,95,458,72.4,0,0.0
16939.0,1,0,297,3,449.0,149.67,24.98,38,458,80.5,0,0.0
16283.0,0,3,17,4,3110.82,777.7,445.97,312,458,147.0,2,0.5
14798.0,0,2,119,6,626.25,104.38,57.75,26,457,67.6,1,0.1667
17359.0,1,0,457,1,156.6,156.6,,23,457,,0,0.0
14818.0,0,2,62,4,630.86,157.71,82.77,62,456,131.33333333333334,0,0.0
16947.0,1,0,44,5,955.21,191.04,245.88,50,455,102.75,5,1.0
18148.0,1,0,455,1,114.1,114.1,,9,455,,0,0.0
14018.0,1,0,454,1,367.15,367.15,,13,454,,0,0.0
17190.0,0,1,16,6,1493.3,248.88,99.33,144,453,87.4,0,0.0
14205.0,0,1,73,8,2170.4,271.3,63.39,70,451,54.0,2,0.25
17158.0,0,1,41,4,1411.58,352.9,70.97,61,451,136.66666666666666,1,0.25
17289.0,0,3,185,6,1134.98,189.16,91.43,130,450,53.0,1,0.1667
13454.0,1,0,450,1,219.87,219.87,,23,450,,0,0.0
17266.0,0,1,308,2,207.09,103.55,18.58,43,449,141.0,0,0.0
14924.0,1,0,54,3,931.01,310.34,0.42,30,448,197.0,0,0.0
14060.0,0,8,14,21,6335.76,301.7,236.75,72,447,21.65,1,0.0476
14745.0,0,4,94,8,1592.15,199.02,137.94,43,446,50.285714285714285,5,0.625
17228.0,0,4,16,9,1958.73,217.64,85.99,132,446,53.75,0,0.0
14315.0,0,5,75,3,1247.09,415.7,99.59,46,443,184.0,1,0.3333
17479.0,1,0,441,1,389.26,389.26,,18,441,,0,0.0
13275.0,1,0,192,2,241.66,120.83,83.91,48,441,249.0,0,0.0
14651.0,0,1,20,8,1795.84,224.48,115.21,185,440,60.0,0,0.0
16303.0,0,2,142,5,3394.82,678.96,108.95,82,440,74.5,1,0.2
16716.0,1,0,75,3,2149.68,716.56,541.06,7,439,182.0,1,0.3333
17673.0,0,3,75,9,3384.52,376.06,142.6,176,439,45.5,1,0.1111
18085.0,1,0,139,4,1645.75,411.44,144.74,42,437,99.33333333333333,0,0.0
16039.0,1,0,232,2,456.4,228.2,119.81,27,437,205.0,1,0.5
13151.0,1,0,104,3,2580.74,860.25,498.13,131,436,166.0,2,0.6667
16441.0,0,1,100,4,864.23,216.06,85.76,60,436,112.0,1,0.25
13706.0,1,0,111,2,631.17,315.58,21.5,38,435,324.0,0,0.0
12918.0,1,0,435,1,10953.5,10953.5,,1,435,,2,2.0
14729.0,1,0,182,3,907.38,302.46,311.85,126,434,126.0,0,0.0
15447.0,1,0,139,5,492.88,98.58,36.04,27,434,73.75,1,0.2
13285.0,0,2,35,4,1828.74,457.18,163.53,112,433,132.66666666666666,0,0.0
14013.0,0,2,84,3,730.05,243.35,170.3,35,432,174.0,1,0.3333
15789.0,1,0,167,6,1962.01,327.0,145.07,110,432,53.0,1,0.1667
16493.0,0,2,94,5,1148.26,229.65,138.83,54,432,84.5,0,0.0
14074.0,1,0,432,1,219.4,219.4,,6,432,,0,0.0
16807.0,0,1,24,5,1654.12,330.82,49.14,94,432,102.0,2,0.4
15289.0,0,2,58,3,1028.76,342.92,116.42,45,430,186.0,1,0.3333
14378.0,1,0,430,1,131.25,131.25,,9,430,,0,0.0
17994.0,0,2,82,9,1963.98,218.22,166.49,212,429,43.375,2,0.2222
15216.0,0,1,427,1,389.49,389.49,,22,427,,0,0.0
13803.0,1,0,64,3,1338.91,446.3,175.97,73,427,181.5,1,0.3333
13059.0,1,0,58,10,2303.17,230.32,132.13,155,427,41.0,2,0.2
16845.0,1,0,427,1,253.88,253.88,,20,427,,0,0.0
16377.0,1,0,76,2,1308.48,654.24,31.06,6,426,350.0,0,0.0
13939.0,0,2,120,5,1176.91,235.38,171.93,62,421,75.25,3,0.6
13710.0,0,1,232,2,329.04,164.52,89.77,7,421,189.0,0,0.0
13432.0,1,0,380,2,439.1,219.55,126.22,98,421,41.0,0,0.0
13632.0,0,3,42,5,2139.91,427.98,151.76,110,420,94.5,1,0.2
17497.0,1,0,199,2,287.25,143.63,86.23,7,419,220.0,0,0.0
14533.0,0,6,161,5,1950.15,390.03,76.32,32,419,64.5,2,0.4
15613.0,1,0,419,1,433.72,433.72,,27,419,,0,0.0
14114.0,1,0,82,7,1364.09,194.87,68.96,72,415,55.5,0,0.0
15982.0,1,0,414,1,324.51,324.51,,45,414,,0,0.0
14998.0,0,1,50,3,524.5,174.83,57.45,85,414,182.0,0,0.0
17039.0,1,0,413,1,1954.99,1954.99,,44,413,,0,0.0
16105.0,1,0,57,5,2386.19,477.24,139.4,92,413,89.0,0,0.0
13388.0,0,2,412,1,508.55,508.55,,34,412,,0,0.0
13414.0,0,2,105,4,1493.64,373.41,149.17,27,412,102.33333333333333,1,0.25
16094.0,0,2,28,8,2869.43,358.68,80.3,81,411,54.714285714285715,8,1.0
17842.0,1,0,411,1,430.69,430.69,,18,411,,0,0.0
15972.0,1,0,265,5,1810.27,362.05,222.92,104,409,36.0,0,0.0
17041.0,0,2,169,4,909.21,227.3,164.79,58,409,80.0,1,0.25
13286.0,1,0,409,1,734.91,734.91,,46,409,,0,0.0
17540.0,0,1,125,5,1280.5,256.1,132.49,35,408,70.75,0,0.0
14812.0,1,0,407,1,185.8,185.8,,36,407,,0,0.0
17622.0,1,0,406,2,1130.21,565.1,242.93,19,407,1.0,1,0.5
15455.0,1,0,406,1,38.25,38.25,,2,406,,0,0.0
13461.0,0,3,216,3,2715.0,905.0,890.1,25,406,95.0,2,0.6667
15600.0,1,0,237,4,1199.31,299.83,83.84,55,402,55.0,1,0.25
12844.0,0,2,251,2,322.64,161.32,54.15,43,402,151.0,0,0.0
13863.0,1,0,56,4,1239.55,309.89,11.93,59,402,115.33333333333333,2,0.5
14999.0,1,0,401,1,129.48,129.48,,9,401,,0,0.0
15111.0,0,2,181,3,1451.89,483.96,170.83,60,401,110.0,0,0.0
14552.0,0,1,189,2,346.21,173.1,0.87,80,401,212.0,0,0.0
17959.0,1,0,401,1,140.75,140.75,,2,401,,0,0.0
13655.0,0,1,50,5,1731.19,346.24,185.5,73,400,87.5,2,0.4
16117.0,0,1,211,2,422.19,211.1,109.74,46,400,189.0,1,0.5
17635.0,1,0,233,3,1265.58,421.86,112.99,60,399,83.0,1,0.3333
17491.0,0,6,69,10,3612.06,361.21,184.6,70,399,36.666666666666664,0,0.0
16384.0,0,1,72,3,1183.55,394.52,68.65,71,399,163.5,0,0.0
15253.0,0,5,212,3,1136.89,378.96,141.44,58,395,91.5,3,1.0
15183.0,1,0,356,3,639.93,213.31,76.01,33,393,18.5,1,0.3333
16526.0,0,1,393,1,426.85,426.85,,20,393,,0,0.0
14437.0,1,0,174,5,958.84,191.77,105.61,34,392,54.5,1,0.2
13713.0,1,0,217,3,743.26,247.75,94.27,70,392,87.5,0,0.0
13400.0,1,0,391,1,310.83,310.83,,23,391,,1,1.0
16632.0,1,0,294,2,406.4,203.2,1.7,22,390,96.0,0,0.0
15661.0,1,0,126,8,1215.95,151.99,78.07,27,387,37.285714285714285,0,0.0
17077.0,1,0,387,1,306.0,306.0,,1,387,,0,0.0
13695.0,0,11,22,5,552.08,110.42,87.94,14,386,91.0,0,0.0
16993.0,1,0,272,2,1950.95,975.48,361.58,19,385,113.0,1,0.5
13220.0,0,2,28,3,1076.49,358.83,239.39,43,384,178.0,0,0.0
18197.0,1,0,384,1,230.1,230.1,,9,384,,1,1.0
12745.0,1,0,295,2,723.85,361.92,134.34,20,383,88.0,0,0.0
14283.0,1,0,272,4,628.44,157.11,56.83,36,378,35.333333333333336,0,0.0
16564.0,1,0,378,1,87.8,87.8,,5,378,,0,0.0
16604.0,1,0,371,2,432.45,216.23,127.95,10,377,6.0,1,0.5
17785.0,0,1,254,2,271.44,135.72,28.95,38,374,120.0,0,0.0
18060.0,1,0,217,2,1185.46,592.73,181.49,74,373,156.0,0,0.0
16974.0,1,0,331,2,365.5,182.75,132.23,5,373,42.0,0,0.0
15900.0,0,1,222,3,549.29,183.1,84.87,68,371,74.5,1,0.3333
13920.0,1,0,240,4,1774.68,443.67,107.74,81,371,43.666666666666664,1,0.25
17499.0,1,0,98,2,1341.39,670.7,67.62,66,370,272.0,1,0.5
16234.0,1,0,285,3,333.18,111.06,22.99,13,370,42.5,1,0.3333
15985.0,0,1,45,6,2472.44,412.07,287.27,48,370,65.0,0,0.0
16218.0,0,3,15,10,3084.05,308.41,337.35,68,370,39.44444444444444,5,0.5
15400.0,0,4,87,4,932.2,233.05,105.87,13,369,94.0,0,0.0
13602.0,0,1,190,3,596.28,198.76,79.91,29,369,89.5,0,0.0
16035.0,1,0,369,1,217.73,217.73,,21,369,,0,0.0
